# Constructed from biom file
#OTU ID	MID067.A0101	EXB059.A2501	MID089.A0101	MID101.A0101	LIB058.A0103	MID077.A0101	MID088.A0101	MID027.A0101	MID066.A0101	MID094.A0101	MID083.A0101	MID072.A0101	MID022.A0101	CMB004.A0101	MID061.A0101	MID050.A0101	MID044.A0101	MID049.A0101	MID038.A0101	MID055.A0101	MID071.A0101	MID093.A0101	MID032.A0101	CMB002.A0101	MID029.A0101	MID024.A0101	MID102.A0101	MID085.A0101	MID041.A0101	MID046.A0101	MID063.A0101	EXB059.A2201	MID080.A0101	MID084.A0101	CMB003.A0101	MID062.A0101	MID023.A0101	MID040.A0101	MID045.A0101	MID059.A0101	LIB058.A0104	MID037.A0101	CMB008.A0101	EXB034.A2701	MID028.A0101	MID054.A0101	MID068.B0101	MID075.A0101	MID086.A0101	MID097.A0101	MID042.A0101	MID053.A0101	MID064.A0101	MID031.A0101	MID058.A0101	MID047.A0101	MID036.A0101	CMB001.A0101	CMB006.A0101	CMB007.A0101	EXB059.A2301	MID070.A0101	LIB058.A0107	MID092.A0101	LIB058.A0105	MID081.A0101	MID079.A0101	MID082.A0101	MID043.A0101	CMB005.A0101	EXB059.A2101	EXB059.A2401	MID074.A0101	MID026.A0101	MID035.A0101	MID030.A0101	MID057.A0101	LIB058.A0102	MID090.A0101	MID073.A0101	MID048.A0101	MID034.A0101	MID051.A0101	MID091.A0101	MID039.A0101	MID060.A0101	LIB058.A0106	MID087.A0101	CS01	CS02	CS03	CS04	CS07	CS08	CS09	CS10	CS11	CS12	CS13	CS14	CS15	CS16	CS17	CS18	CS19	CS20	CS21	CS22	CS23	CS24	CS26	CS27	CS28	CS29	CS30	CS31	CS32	CS33	CS34	CS35	CS36	CS37	CS38	CS39	CS40	CS42	CS43	CS44	CS45	CS46	CS47	CS48	CSL	CSN	KT01calc	KT02calc	KT03calc	KT04calc	KT05calc	KT06calc	KT07calc	KT08calc	KT09calc	KT10calc	KT11calc	KT12calc	KT13calc	KT14calc	KT15calc	KT16calc	KT17calc	KT18calc	KT19calc	KT20calc	KT21calc	KT22calc	KT23calc	KT24calc	KT25calc	KT26calc	KT27calc	KT28calc	KT29calc	KT30calc	KT31calc	KT32calc	KT33calc	KT34calc	KT35calc	KT36calc	ELR003.A0101	ELR004.A0101	ELR006.A0101	ELR008.A0101	ELR010.A0101	IVE002.B0101	IVE003.A0101	IVE005.A0101	IVE005.B0101	IVE007.B0101	LIB007.A0125	LIB007.A0130	LIB007.A0131	EXB015.A3001	EXB015.A3301	EXB015.A3401	ERR1883430_S0_L001_R1_000.fastq.merged.prefixed.hg19unmapped	JAE016.A0101	ERR1883436_S0_L001_R1_000.fastq.merged.prefixed.hg19unmapped	SRR062083	VLC001.A0101	JAE008.A0101	ERR1883419_S0_L001_R1_000.fastq.merged.prefixed.hg19unmapped	ERR1883422_S0_L001_R1_000.fastq.merged.prefixed.hg19unmapped	JAE013.A0101	SRR1631060	JAE010.A0101	SRR1631061	SRR1930121	SRR1761718	SRR513165	SRR1930123	SRR061562	SRR514306	VLC004.A0101	ARS015.A0101.SG1.2_S0_L003_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam	SRR1761682	SRR1761721	SRR059425	SRR1761688	SRR060358	ARS020.A0101.SG1.2_S0_L003_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam	ERR1883418_S0_L001_R1_000.fastq.merged.prefixed.hg19unmapped	SRR514329	SRR1761677	VLC009.A0101	ERR1883423_S0_L001_R1_000.fastq.merged.prefixed.hg19unmapped	SRR1929408	SRR1761710	ERR1883421_S0_L001_R1_000.fastq.merged.prefixed.hg19unmapped	SRR1930145	SRR063517	ARS017.A0101.SG1.2_S0_L003_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam	SRR514202	VLC005.A0101	ARS005.A0101.SG1.2_S0_L003_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam	SRR3184100	SRR1804664	ERR1883420_S0_L001_R1_000.fastq.merged.prefixed.hg19unmapped	SRR1631063	SRR1804823	ARS004.A0101.SG1.2_S0_L003_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam	SRR061365	SRR061320	SRR3189411	ARS010.A0101.SG1.2_S0_L003_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam	SRR1633008	ARS011.A0101.SG1.2_S0_L003_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam	SRR1761705	ERR1883424_S0_L001_R1_000.fastq.merged.prefixed.hg19unmapped	SRR514239	SRR513828	SRR059455	SRR1930141	VLC002.A0101	SRR059917	SRR1631064	SRR3189416	SRR1761692	JAE012.A0101	JAE009.A0101	SRR059389	SRR3184876	SRR3189418	SRR512767	VLC010.A0101	SRR061294	ARS001.A0101.SG1.2_S0_L003_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam	ERR1883438_S0_L001_R1_000.fastq.merged.prefixed.hg19unmapped	VLC008.A0101	ARS012.A0101.SG1.2_S0_L003_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam	JAE014.A0101	SRR1761697	SRR513775	VLC003.A0101	SRR513768	ARS013.A0101.SG1.2_S0_L003_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam	JAE006.A0101	SRR062299	SRR062298	SRR1761698	JAE015.A0101	SRR061192	JAE007.A0101
Ruminococcus albus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1924	0	0	0	0	0	0	0	0	0	4224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9536	0	0	0	0	0	0	0	4718	0	0	0
Ruminococcus flavefaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0	0	0	454	0	0	0	0	0	0	0	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	757	0	0	0	0	0	0	0	0	0	0	0	0	0	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	9174	7913	0	11219	0	0	0	0	4783	10002	0	0	0	0	177	0	4086	0	0	27666	10522	0	10070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4535	0	0	0	4931	15282	0	0	0	0	6695	0	0	0	0	0	0	0	0	0	0	0	0	0	33193	0	0	0	0	0	0	0	35098	0	0	0
Runella slithyformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saccharibacter floricola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinicoccus luteus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	0	0	0	0	0	0	463	0	0	0	0	0	0	0	0	996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinicoccus sp. YB14-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	272	0	871	0	0	0	634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	0	0	0	0	0	0	3829	0	0	0	0	0	0	0	0	4600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinicola peritrichatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salmonella enterica	0	164	0	0	272	0	0	0	516	0	0	569	0	0	0	0	758	0	0	0	704	0	0	0	0	0	0	0	779	1065	558	58	0	0	0	704	0	1104	1377	0	309	0	0	241	0	0	0	171	0	0	616	0	0	0	0	0	0	0	0	0	105	546	221	0	71	0	0	0	941	0	107	130	215	0	503	0	0	162	0	0	0	0	0	0	703	0	0	0	706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3099	0	0	0	0	0	0	0	1580	0	0	0	0	0	0	0	0	0	0	0	0	882	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3867	0	233	0	0	1302	0	1362	0	0	0	0	0	0	0	0	0	0	0	0	3725	0	229	0	0	0	0	4727	0	202	0	7588	0	1961	0	0	2659	0	235	1453	0	0	2546	0	0	0	5088	0	0	0	0	0	0	0	0	0	1511	0	0	0	0	6268	3274	0	0	0	1400	0	0	0	0	0	0	0	0	0	0	0	0	1864	0	0	4032	0
Sanguibacter keddieii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1241	0	0	2219	0	803	0	988	0	1243	0	0	3317	0	0	0	0	0	4687	0	0	0	0	736	0	0	0	0	0	0	325	0	0	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	982	0	1096	0	0	5131	277	0	63453	1398	32662	1406	0	0	0	0	0	0	0	0	0	0	0	0	0	326	310	0	0	0	0	0	0	194	0	0	516	0	0	0	2884	0	395	1548	0	0	0	2003	1737	195	2316	297	0	0	0	0	0	0	2316	0	1621	1679	0	64810	0	0	0	1545	0	0	0	0	243	0	387	0	0	0	4071	0	272	0	0	0	0	11756	0	6086
Sarcina sp. DSM 11001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scardovia wiggsiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4281	0	0	0	0	0	2132	0	2140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2542	0	0	2679	0	0	0	0	0	0	0	2404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4487	0	0	0
Schaalia cardiffensis	5731	4139	12499	20851	1639	24818	12010	2384	17923	17926	7330	5556	20235	9337	1621	24350	17980	4296	6343	16693	13982	2514	35688	21990	7940	851	23335	44256	9780	25741	10662	566	3100	25090	25220	5462	838	27733	12805	13025	976	3429	3296	215	3270	10362	18411	4696	3962	20769	9457	1466	12658	7181	21339	10592	7975	8059	5594	11801	1777	19112	64	29596	53	4176	32719	28710	2172	17260	312	413	33484	1436	9137	4673	63352	33	1409	34657	9405	1608	6715	27208	28176	25401	3870	4278	19351	37219	4113	9100	10428	3241	49869	9947	32302	942	7458	255	10976	5154	62382	0	1498	11192	48397	51517	12586	8104	3636	1554	1529	2849	0	18507	45883	4038	13768	153228	24113	61730	14226	4685	926	5085	16628	768	1335	3484	33131	799	0	0	26613	1833	0	3297	2356	7161	4331	621	65322	9176	3977	14434	3145	4220	2033	6056	13093	2654	12324	26107	1468	1204	13741	11688	37672	18097	22042	24492	8241	7987	15200	5887	9811	0	4173	20914	55897	14551	100327	219904	1663	11530	12066	18590	6517	10760	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schaalia georgiae	552	194	663	0	88	3822	0	0	3672	0	893	0	1673	0	0	0	1197	0	5291	2192	1692	2062	1834	823	0	0	996	2631	916	403	325	124	833	0	0	989	622	1773	0	1167	0	3464	357	0	423	979	0	0	783	839	1145	0	0	0	0	1064	1282	0	697	0	182	0	0	2068	0	5568	1578	0	513	654	0	42	0	3173	0	695	891	0	1070	1207	0	0	471	3132	807	957	486	1117	3337	0	639	0	1215	3017	2407	0	934	0	0	0	1836	0	809	0	627	0	822	0	0	0	353	100	0	0	3456	0	0	556	0	0	0	0	0	658	0	0	0	980	394	1605	9974	139	0	0	2912	5463	24210	1036	11036	1229	13262	1569	208	2037	7152	4826	2325	807	5497	4616	2383	2454	750	10632	3016	5172	2440	2909	1767	552	907	1504	4098	3006	4272	4078	3224	10140	4755	483	0	315	3140	0	0	11467	5542	493	1687	21572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schaalia meyeri	477	0	0	1148	0	779	0	0	0	0	0	0	0	456	0	636	564	0	866	0	0	0	0	0	0	562	0	0	516	0	0	0	0	0	1298	0	0	949	0	1023	0	0	530	0	0	1920	0	200	316	501	0	0	0	0	0	659	0	1716	1420	826	0	897	0	0	0	0	0	1251	0	611	0	0	0	0	0	378	0	0	303	0	0	0	0	0	0	0	0	649	0	0	504	0	0	707	0	0	1083	0	0	0	0	1943	0	0	748	0	0	0	2784	0	270	0	0	0	1626	0	0	2298	0	0	0	0	1077	0	269	0	417	0	0	0	3823	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schaalia odontolytica	472	815	710	14740	214	5523	4973	2152	1498	8381	20545	0	0	0	57451	1137	827	5690	4603	0	23815	2665	2394	2353	6435	0	3834	2333	2036	0	372	692	5299	0	0	8010	40830	0	7867	793	0	11628	0	0	10573	3573	4123	244	309	458	3895	0	788	370	0	3716	13940	0	2430	0	301	5310	0	597	0	1973	53726	5692	59873	0	183	414	0	5781	0	0	2223	0	14788	6300	12958	0	0	2052	3278	1986	281	36952	0	0	0	0	0	1480	985	16982	0	659	14494	0	4897	2318	3532	0	12514	919	1212	19760	5598	0	633	26	0	26028	0	4650	2193	0	6204	0	0	0	0	0	0	3870	0	1062	12567	1877	2770	61	0	0	15184	237	0	1344	0	219	1009	9277	296	418	536	516	0	1037	0	1370	0	0	3656	0	0	2252	3477	506	332	969	274	335	2646	983	11346	1109	559	0	0	0	1143	1122	2109	0	0	3207	953	2443	4465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schaalia turicensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	624	0	0	0	0	0	0	0	0	0	0	0	0	0	667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	830	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	219	0	0	0	0	0	0	0	0	2489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schwartzia succinivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenomonas artemidis	0	93	1077	1242	56	1352	0	0	1544	1112	764	534	607	0	0	0	1597	1179	0	986	1013	1315	538	542	0	607	1268	806	1530	0	0	0	445	1212	0	604	0	402	868	690	0	1594	0	0	565	637	488	0	298	0	0	0	0	605	0	588	0	0	1920	0	0	924	0	527	0	1217	1793	1555	0	938	0	0	276	1709	1060	509	708	0	325	1083	534	0	0	2940	445	973	355	1402	789	0	0	0	0	0	1208	0	0	0	1449	232	1525	1047	0	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	625	0	0	0	1126	0	1823	2147	31	0	0	1203	0	267	0	1373	0	858	0	0	0	448	0	239	800	409	409	0	345	715	521	0	486	0	498	444	314	468	0	2296	464	797	569	860	0	282	206	366	436	6356	4360	0	0	531	0	0	0	0	0	0	0	0	2	0	47315	0	11528	99615	75759	0	0	30789	0	14181	0	0	0	21731	0	44918	250485	114921	0	0	0	0	0	0	0	0	0	0	138141	0	0	0	0	0	8954	0	0	0	0	0	8599	0	0	0	0	0	25546	0	0	0	0	0	0	3225	19386	0	0	1867	0	0	0	0	38577	25849	0	0	0	0	3568	2356	0	0	9160	0	10606	0	2464	30262	10885	0	0	916	3621	0	6032	54742	0
Selenomonas bovis	0	0	0	0	0	0	0	0	0	0	0	551	0	0	0	0	0	0	0	0	0	870	0	0	0	421	0	0	0	0	0	0	0	1142	0	410	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	295	0	0	0	0	0	0	0	0	0	507	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	0	0	0	0	0	0	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
