Site	Library_ID	avg_gc_map	avg_rl_map	avg_gc_unmap	avg_rl_unmap	avg_gc_map_10M	avg_rl_map_10M	avg_gc_unmap_10M	avg_rl_unmap_10M	avg_gc_map_75bp	avg_rl_map_75bp	avg_gc_unmap_75bp	avg_rl_unmap_75bp
ELR	ELR006.A0101					56	67.574069928474	53	72.2010133057919	58	53.4419345847596	54	53.8521189537973
ELR	ELR008.A0101					57	65.0253919240223	51	72.9389536283919	59	51.7717070127246	53	54.1919957412212
ELR	ELR010.A0101					70	70.2325106142767	66	70.133556363291	70	55.3443138113872	67	54.3249636140474
IVE	IVE002.B0101					55	66.9661224398402	52	75.4444446033937	56	53.002117550348	53	54.8075151108261
IVE	IVE005.B0101					50	65.492201524323	51	72.8690020067589	52	52.2156605456428	52	53.1634441699195
IVE	IVE007.B0101					59	65.094249148968	56	72.49178133165	61	51.9727210435845	56	53.7020773612522
Jaen	JAE006.A0101					53	82.853032918984	48	83.1715202541319	53	61.5435785193112	48	60.9696113816506
Jaen	JAE007.A0101					49	83.12655260291	44	83.517976132515	49	61.6365434720954	44	61.1089687203125
Jaen	JAE008.A0101					57	84.1599396015096	55	84.4139531311061	57	63.1144473115055	55	62.5444780383836
Jaen	JAE009.A0101					58	82.7833504395056	56	82.3852675963566	58	61.7911470834702	55	60.4484920449178
Jaen	JAE010.A0101					56	82.4031971687865	54	81.8494820073054	56	60.8153284649071	54	59.5716615705044
Jaen	JAE012.A0101					54	83.2172314029324	52	83.4885522790762	54	63.370507156801	52	62.1823054232836
Jaen	JAE013.A0101					53	83.2091214369924	49	82.9286034424464	52	62.0605807065812	49	60.7132473432398
Jaen	JAE014.A0101					59	83.705800026735	57	84.0439603786698	58	63.6373039985162	56	62.7088276540102
Jaen	JAE015.A0101					59	83.5631270846888	55	83.7314168923606	59	62.702193580783	55	61.9856335916643
Jaen	JAE016.A0101					60	83.068520635355	55	83.2073792486113	59	62.5785107898269	55	61.9965915987974
ELR	ELR003.A0101									55	51.909649483013	47	52.980055780816
ELR	ELR004.A0101									55	50.179404177887	53	50.5801771509845
IVE	IVE003.A0101									59	49.1343920693388	56	50.8086309833631
IVE	IVE005.A0101									58	50.8040290235096	54	51.3006821705928
