#Datasets	CMB001.A0101.unmapped.75bp	CMB002.A0101.unmapped.75bp	CMB003.A0101.unmapped.75bp	CMB004.A0101.unmapped.75bp	CMB005.A0101.unmapped.75bp	CMB006.A0101.unmapped.75bp	CMB007.A0101.unmapped.75bp	CMB008.A0101.unmapped.75bp	CS01.unmapped.75bp	CS02.unmapped.75bp	CS03.unmapped.75bp	CS04.unmapped.75bp	CS07.unmapped.75bp	CS08.unmapped.75bp	CS09.unmapped.75bp	CS10.unmapped.75bp	CS11.unmapped.75bp	CS12.unmapped.75bp	CS13.unmapped.75bp	CS14.unmapped.75bp	CS15.unmapped.75bp	CS16.unmapped.75bp	CS17.unmapped.75bp	CS18.unmapped.75bp	CS19.unmapped.75bp	CS20.unmapped.75bp	CS21.unmapped.75bp	CS22.unmapped.75bp	CS23.unmapped.75bp	CS24.unmapped.75bp	CS26.unmapped.75bp	CS27.unmapped.75bp	CS28.unmapped.75bp	CS29.unmapped.75bp	CS30.unmapped.75bp	CS31.unmapped.75bp	CS32.unmapped.75bp	CS33.unmapped.75bp	CS34.unmapped.75bp	CS35.unmapped.75bp	CS36.unmapped.75bp	CS37.unmapped.75bp	CS38.unmapped.75bp	CS39.unmapped.75bp	CS40.unmapped.75bp	CS42.unmapped.75bp	CS43.unmapped.75bp	CS44.unmapped.75bp	CS45.unmapped.75bp	CS46.unmapped.75bp	CS47.unmapped.75bp	CS48.unmapped.75bp	ELR003.A0101.unmapped.75bp	ELR004.A0101.unmapped.75bp	ELR006.A0101.unmapped.75bp	ELR008.A0101.unmapped.75bp	ELR010.A0101.unmapped.75bp	IVE002.B0101.unmapped.75bp	IVE003.A0101.unmapped.75bp	IVE005.A0101.unmapped.75bp	IVE005.B0101.unmapped.75bp	IVE007.B0101.unmapped.75bp	JAE006.A0101.unmapped.75bp	JAE007.A0101.unmapped.75bp	JAE008.A0101.unmapped.75bp	JAE009.A0101.unmapped.75bp	JAE010.A0101.unmapped.75bp	JAE012.A0101.unmapped.75bp	JAE013.A0101.unmapped.75bp	JAE014.A0101.unmapped.75bp	JAE015.A0101.unmapped.75bp	JAE016.A0101.unmapped.75bp	KT01calc.unmapped.75bp	KT02calc.unmapped.75bp	KT03calc.unmapped.75bp	KT04calc.unmapped.75bp	KT05calc.unmapped.75bp	KT06calc.unmapped.75bp	KT07calc.unmapped.75bp	KT08calc.unmapped.75bp	KT09calc.unmapped.75bp	KT10calc.unmapped.75bp	KT11calc.unmapped.75bp	KT12calc.unmapped.75bp	KT13calc.unmapped.75bp	KT14calc.unmapped.75bp	KT15calc.unmapped.75bp	KT16calc.unmapped.75bp	KT17calc.unmapped.75bp	KT18calc.unmapped.75bp	KT19calc.unmapped.75bp	KT20calc.unmapped.75bp	KT21calc.unmapped.75bp	KT22calc.unmapped.75bp	KT23calc.unmapped.75bp	KT24calc.unmapped.75bp	KT25calc.unmapped.75bp	KT26calc.unmapped.75bp	KT27calc.unmapped.75bp	KT28calc.unmapped.75bp	KT29calc.unmapped.75bp	KT30calc.unmapped.75bp	KT31calc.unmapped.75bp	KT32calc.unmapped.75bp	KT33calc.unmapped.75bp	KT34calc.unmapped.75bp	KT35calc.unmapped.75bp	KT36calc.unmapped.75bp	MID022.A0101.unmapped.75bp	MID023.A0101.unmapped.75bp	MID024.A0101.unmapped.75bp	MID025.A0101.unmapped.75bp	MID026.A0101.unmapped.75bp	MID027.A0101.unmapped.75bp	MID028.A0101.unmapped.75bp	MID029.A0101.unmapped.75bp	MID030.A0101.unmapped.75bp	MID031.A0101.unmapped.75bp	MID032.A0101.unmapped.75bp	MID033.A0101.unmapped.75bp	MID034.A0101.unmapped.75bp	MID035.A0101.unmapped.75bp	MID036.A0101.unmapped.75bp	MID037.A0101.unmapped.75bp	MID038.A0101.unmapped.75bp	MID039.A0101.unmapped.75bp	MID040.A0101.unmapped.75bp	MID041.A0101.unmapped.75bp	MID042.A0101.unmapped.75bp	MID043.A0101.unmapped.75bp	MID044.A0101.unmapped.75bp	MID045.A0101.unmapped.75bp	MID046.A0101.unmapped.75bp	MID047.A0101.unmapped.75bp	MID048.A0101.unmapped.75bp	MID049.A0101.unmapped.75bp	MID050.A0101.unmapped.75bp	MID051.A0101.unmapped.75bp	MID052.A0101.unmapped.75bp	MID053.A0101.unmapped.75bp	MID054.A0101.unmapped.75bp	MID055.A0101.unmapped.75bp	MID056.A0101.unmapped.75bp	MID057.A0101.unmapped.75bp	MID058.A0101.unmapped.75bp	MID059.A0101.unmapped.75bp	MID060.A0101.unmapped.75bp	MID061.A0101.unmapped.75bp	MID062.A0101.unmapped.75bp	MID063.A0101.unmapped.75bp	MID064.A0101.unmapped.75bp	MID065.A0101.unmapped.75bp	MID066.A0101.unmapped.75bp	MID067.A0101.unmapped.75bp	MID068.A0101.unmapped.75bp	MID068.B0101.unmapped.75bp	MID070.A0101.unmapped.75bp	MID071.A0101.unmapped.75bp	MID072.A0101.unmapped.75bp	MID073.A0101.unmapped.75bp	MID074.A0101.unmapped.75bp	MID075.A0101.unmapped.75bp	MID076.A0101.unmapped.75bp	MID077.A0101.unmapped.75bp	MID078.A0101.unmapped.75bp	MID079.A0101.unmapped.75bp	MID080.A0101.unmapped.75bp	MID081.A0101.unmapped.75bp	MID082.A0101.unmapped.75bp	MID083.A0101.unmapped.75bp	MID084.A0101.unmapped.75bp	MID085.A0101.unmapped.75bp	MID086.A0101.unmapped.75bp	MID087.A0101.unmapped.75bp	MID088.A0101.unmapped.75bp	MID089.A0101.unmapped.75bp	MID090.A0101.unmapped.75bp	MID091.A0101.unmapped.75bp	MID092.A0101.unmapped.75bp	MID093.A0101.unmapped.75bp	MID094.A0101.unmapped.75bp	MID097.A0101.unmapped.75bp	MID101.A0101.unmapped.75bp	MID102.A0101.unmapped.75bp
"Desulfatirhabdium butyrativorans"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Desulfococcus multivorans"	0.0	0.0	0.0	0.0	0.0	0.0	218.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	252.0	0.0	363.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	263.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	164.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	196.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	238.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Desulfobulbus elongatus"	332.0	0.0	0.0	0.0	578.0	461.0	498.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	606.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	297.0	883.0	356.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3366.0	0.0	0.0	0.0	0.0	0.0	390.0	173.0	0.0	108.0	282.0	212.0	0.0	234.0	0.0	456.0	0.0	0.0	188.0	0.0	380.0	0.0	0.0	0.0	0.0	132.0	0.0	0.0	146.0	0.0	258.0	0.0	0.0	0.0	228.0	159.0	573.0	0.0	0.0	0.0	617.0	0.0	0.0	0.0	0.0	0.0	446.0	362.0	0.0	394.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1815.0	0.0	0.0	0.0	850.0	293.0	0.0	0.0	0.0	0.0	445.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	556.0	0.0	279.0	223.0	0.0	0.0	0.0	0.0	0.0	0.0	438.0	0.0	1037.0	0.0	205.0	0.0	0.0	0.0	0.0	0.0	550.0	0.0	0.0	0.0	0.0	0.0
"Desulfobulbus oralis"	362069.0	154465.0	52332.0	35845.0	303482.0	413781.0	342250.0	70876.0	42600.0	107668.0	45645.0	151398.0	79388.0	140310.0	53966.0	91292.0	656893.0	112253.0	13127.0	2656.0	568397.0	81288.0	176736.0	512.0	59534.0	50121.0	34571.0	34496.0	131953.0	8391.0	76944.0	24063.0	61503.0	9279.0	143644.0	146480.0	654555.0	627000.0	72363.0	59179.0	93425.0	220269.0	459246.0	20871.0	325142.0	27932.0	126286.0	81519.0	11040.0	21158.0	214394.0	5715.0	39083.0	16213.0	286641.0	22850.0	4022.0	34913.0	51240.0	1709.0	947.0	84430.0	0.0	0.0	40715.0	232445.0	32838.0	0.0	4037.0	144021.0	123646.0	1543430.0	47733.0	94302.0	37192.0	51327.0	19244.0	128007.0	43935.0	3570.0	52829.0	88690.0	85202.0	31645.0	62176.0	41345.0	146717.0	36456.0	36675.0	96970.0	29345.0	151975.0	78720.0	57968.0	60558.0	64255.0	38060.0	18245.0	23443.0	47148.0	33726.0	69344.0	83534.0	51058.0	3117.0	123723.0	49173.0	174928.0	312578.0	16840.0	43226.0	276187.0	24254.0	25895.0	61683.0	22666.0	75903.0	162584.0	141342.0	19357.0	160842.0	56007.0	47101.0	36638.0	33253.0	63442.0	177365.0	138519.0	1387.0	23597.0	38148.0	55449.0	81551.0	54246.0	19878.0	54028.0	124411.0	34261.0	83796.0	445479.0	60046.0	41644.0	2653.0	217942.0	152141.0	344243.0	51388.0	6063.0	104435.0	113075.0	81959.0	27845.0	30163.0	57933.0	13865.0	11962.0	256726.0	39714.0	519404.0	75143.0	78762.0	54735.0	53375.0	85571.0	52543.0	1237.0	16139.0	92187.0	128067.0	74278.0	354777.0	14753.0	80115.0	49528.0	87667.0	108297.0	19070.0	71104.0	123661.0	230776.0	171678.0	363453.0	21659.0	26645.0
"Desulfonatronovibrio hydrogenovorans"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	282.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Desulfonatronovibrio magnus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	253.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Desulfomicrobium apsheronum"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	735.0	0.0	0.0	0.0	0.0	248.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	503.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Desulfomicrobium baculatum"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	298.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Desulfomicrobium escambiense"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	508.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Desulfomicrobium orale"	1622.0	1465.0	680876.0	458621.0	546.0	1731.0	1972.0	3557.0	585.0	195633.0	21491.0	489129.0	168882.0	1393.0	342762.0	9501.0	4108.0	718.0	5963.0	3272.0	2090.0	691.0	1002.0	9541.0	370.0	426114.0	955448.0	2106.0	0.0	36085.0	145566.0	2210.0	91028.0	1162.0	2919.0	2217.0	1805.0	4132.0	0.0	1881980.0	12880.0	54271.0	80238.0	148649.0	1885.0	27615.0	21359.0	4045.0	16888.0	360.0	885210.0	12961.0	19804.0	0.0	93952.0	535590.0	0.0	99727.0	102860.0	90380.0	50735.0	377791.0	0.0	0.0	0.0	0.0	35316.0	0.0	0.0	42371.0	888355.0	4178.0	13738.0	24113.0	6516.0	75299.0	103293.0	138996.0	217459.0	1194.0	4623.0	81255.0	25620.0	84238.0	60431.0	2544.0	271136.0	94026.0	115063.0	159531.0	0.0	190544.0	87347.0	5585.0	84560.0	117582.0	66595.0	80157.0	54294.0	28805.0	27300.0	111641.0	64256.0	47891.0	82508.0	69814.0	77202.0	46627.0	39596.0	15234.0	519132.0	1358.0	0.0	0.0	476.0	65273.0	172125.0	1518.0	607.0	120048.0	736.0	735.0	0.0	74522.0	0.0	347.0	1227.0	518.0	9106.0	45693.0	386645.0	0.0	1222.0	69655.0	0.0	338.0	93149.0	478025.0	508060.0	2053.0	797.0	241900.0	17822.0	1361.0	75446.0	933.0	230548.0	0.0	854.0	1520.0	714.0	0.0	95345.0	487108.0	32656.0	20587.0	956.0	0.0	1712.0	972.0	654.0	138452.0	135410.0	638.0	539.0	13233.0	209.0	46898.0	1294.0	489.0	2030.0	476856.0	352.0	0.0	504.0	928.0	0.0	2562.0	21776.0	1227.0	638.0	2201.0	65569.0	150819.0
"Desulfoplanes formicivorans"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	614.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	301.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Bilophila wadsworthia"	213.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Bilophila sp. 4_1_30"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	455.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	549.0	0.0	0.0
"Desulfovibrio alaskensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	442.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
