#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	MID102.A0101.metaphlan3	MID101.A0101.metaphlan3	MID097.A0101.metaphlan3	MID094.A0101.metaphlan3	MID093.A0101.metaphlan3	MID092.A0101.metaphlan3	MID091.A0101.metaphlan3	MID090.A0101.metaphlan3	MID089.A0101.metaphlan3	MID088.A0101.metaphlan3	MID087.A0101.metaphlan3	MID086.A0101.metaphlan3	MID085.A0101.metaphlan3	MID084.A0101.metaphlan3	MID083.A0101.metaphlan3	MID082.A0101.metaphlan3	MID081.A0101.metaphlan3	MID080.A0101.metaphlan3	MID079.A0101.metaphlan3	MID078.A0101.metaphlan3	MID077.A0101.metaphlan3	MID076.A0101.metaphlan3	MID075.A0101.metaphlan3	MID074.A0101.metaphlan3	MID073.A0101.metaphlan3	MID072.A0101.metaphlan3	MID071.A0101.metaphlan3	MID070.A0101.metaphlan3	MID068.B0101.metaphlan3	MID068.A0101.metaphlan3	MID067.A0101.metaphlan3	MID066.A0101.metaphlan3	MID065.A0101.metaphlan3	MID064.A0101.metaphlan3	MID063.A0101.metaphlan3	MID062.A0101.metaphlan3	MID061.A0101.metaphlan3	MID060.A0101.metaphlan3	MID059.A0101.metaphlan3	MID058.A0101.metaphlan3	MID057.A0101.metaphlan3	MID056.A0101.metaphlan3	MID055.A0101.metaphlan3	MID054.A0101.metaphlan3	MID053.A0101.metaphlan3	MID052.A0101.metaphlan3	MID051.A0101.metaphlan3	MID050.A0101.metaphlan3	MID049.A0101.metaphlan3	MID048.A0101.metaphlan3	MID047.A0101.metaphlan3	MID046.A0101.metaphlan3	MID045.A0101.metaphlan3	MID044.A0101.metaphlan3	MID043.A0101.metaphlan3	MID042.A0101.metaphlan3	MID041.A0101.metaphlan3	MID040.A0101.metaphlan3	MID039.A0101.metaphlan3	MID038.A0101.metaphlan3	MID037.A0101.metaphlan3	MID036.A0101.metaphlan3	MID035.A0101.metaphlan3	MID034.A0101.metaphlan3	MID033.A0101.metaphlan3	MID032.A0101.metaphlan3	MID031.A0101.metaphlan3	MID030.A0101.metaphlan3	MID029.A0101.metaphlan3	MID028.A0101.metaphlan3	MID027.A0101.metaphlan3	MID026.A0101.metaphlan3	MID025.A0101.metaphlan3	MID024.A0101.metaphlan3	MID023.A0101.metaphlan3	MID022.A0101.metaphlan3	LIB058.A0107.metaphlan3	LIB058.A0106.metaphlan3	LIB058.A0105.metaphlan3	LIB058.A0104.metaphlan3	LIB058.A0103.metaphlan3	LIB058.A0102.metaphlan3	LIB025.A0501.metaphlan3	LIB025.A0401.metaphlan3	LIB025.A0301.metaphlan3	LIB007.A0131.metaphlan3	LIB007.A0130.metaphlan3	LIB007.A0127.metaphlan3	LIB007.A0126.metaphlan3	LIB007.A0125.metaphlan3	LIB007.A0124.metaphlan3	LIB007.A0122.metaphlan3	LIB007.A0121.metaphlan3	LIB007.A0119.metaphlan3	LIB007.A0118.metaphlan3	LIB007.A0116.metaphlan3	LIB007.A0115.metaphlan3	KT36calc.metaphlan3	KT35calc.metaphlan3	KT34calc.metaphlan3	KT33calc.metaphlan3	KT32calc.metaphlan3	KT31calc.metaphlan3	KT30calc.metaphlan3	KT29calc.metaphlan3	KT28calc.metaphlan3	KT27calc.metaphlan3	KT26calc.metaphlan3	KT25calc.metaphlan3	KT24calc.metaphlan3	KT23calc.metaphlan3	KT22calc.metaphlan3	KT21calc.metaphlan3	KT20calc.metaphlan3	KT19calc.metaphlan3	KT18calc.metaphlan3	KT17calc.metaphlan3	KT16calc.metaphlan3	KT15calc.metaphlan3	KT14calc.metaphlan3	KT13calc.metaphlan3	KT12calc.metaphlan3	KT11calc.metaphlan3	KT10calc.metaphlan3	KT09calc.metaphlan3	KT08calc.metaphlan3	KT07calc.metaphlan3	KT06calc.metaphlan3	KT05calc.metaphlan3	KT04calc.metaphlan3	KT03calc.metaphlan3	KT02calc.metaphlan3	KT01calc.metaphlan3	IVE007.B0101.metaphlan3	IVE005.B0101.metaphlan3	IVE005.A0101.metaphlan3	IVE003.A0101.metaphlan3	IVE002.B0101.metaphlan3	EXB059.A2501.metaphlan3	EXB059.A2401.metaphlan3	EXB059.A2301.metaphlan3	EXB059.A2201.metaphlan3	EXB059.A2101.metaphlan3	EXB034.A2701.metaphlan3	EXB033.A0601.metaphlan3	EXB033.A0501.metaphlan3	EXB033.A0401.metaphlan3	EXB015.A3401.metaphlan3	EXB015.A3301.metaphlan3	EXB015.A3201.metaphlan3	EXB015.A3101.metaphlan3	EXB015.A3001.metaphlan3	EXB015.A2901.metaphlan3	EXB015.A2701.metaphlan3	EXB015.A2601.metaphlan3	EXB015.A2501.metaphlan3	EXB015.A2301.metaphlan3	EXB015.A2201.metaphlan3	EXB015.A1901.metaphlan3	EXB015.A1801.metaphlan3	EXB015.A1701.metaphlan3	ELR010.A0101.metaphlan3	ELR008.A0101.metaphlan3	ELR006.A0101.metaphlan3	ELR004.A0101.metaphlan3	ELR003.A0101.metaphlan3	CSS.metaphlan3	CSN.metaphlan3	CSL.metaphlan3	CSD.metaphlan3	CS48.metaphlan3	CS47.metaphlan3	CS46.metaphlan3	CS45.metaphlan3	CS44.metaphlan3	CS43.metaphlan3	CS42.metaphlan3	CS40.metaphlan3	CS39.metaphlan3	CS38.metaphlan3	CS37.metaphlan3	CS36.metaphlan3	CS35.metaphlan3	CS34.metaphlan3	CS33.metaphlan3	CS32.metaphlan3	CS31.metaphlan3	CS30.metaphlan3	CS29.metaphlan3	CS28.metaphlan3	CS27.metaphlan3	CS26.metaphlan3	CS24.metaphlan3	CS23.metaphlan3	CS22.metaphlan3	CS21.metaphlan3	CS20.metaphlan3	CS19.metaphlan3	CS18.metaphlan3	CS17.metaphlan3	CS16.metaphlan3	CS15.metaphlan3	CS14.metaphlan3	CS13.metaphlan3	CS12.metaphlan3	CS11.metaphlan3	CS10.metaphlan3	CS09.metaphlan3	CS08.metaphlan3	CS07.metaphlan3	CS04.metaphlan3	CS03.metaphlan3	CS02.metaphlan3	CS01.metaphlan3	CMB008.A0101.metaphlan3	CMB007.A0101.metaphlan3	CMB006.A0101.metaphlan3	CMB005.A0101.metaphlan3	CMB004.A0101.metaphlan3	CMB003.A0101.metaphlan3	CMB002.A0101.metaphlan3	CMB001.A0101.metaphlan3	ARS017.A0101.metaphlan3	ARS015.A0101.metaphlan3	ARS013.A0101.metaphlan3	ARS012.A0101.metaphlan3	ARS011.A0101.metaphlan3	ARS010.A0101.metaphlan3	ARS006.A0101.metaphlan3	ARS005.A0101.metaphlan3	ARS004.A0101.metaphlan3	ARS001.A0101.metaphlan3
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum_saburreum	2|1239|186801|186802|186803|1164882|467210	0	0	0	0	0	0	0	0	0	0	0.04314	0	0	0	0	0	0	0	0.02238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01552	0	0	0	0	0.02526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum_umeaense	2|1239|186801|186802|186803|1164882|617123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified	2|1239|186801|186802|186803|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_oral_taxon_096	2|1239|186801|186802|186803||712982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium	2|1239|186801|186802|186803|265975	0	0	0	0.01999	0.22626	0	0.61533	0	0	0.0546	0.1193	0.0202	0	0	0.05211	0	0	0	0.00592	0	0	0	0	0	0	0	0	0.1529	0	0	0	0	0	0	0	0.09058	0	0	0	0	0	0	0	0	0	0.02158	0	0	0	0.05791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1121	0	0	0	0.43045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19334	0	0	0	0	0	0	0.87671	0	0	0	0	0	0.02681	0.27604	0.09903	0	0.15367	0.6727	0	0	0	0.24363	0.11033	0	1.27753	0	0	0	0	0	0	0.0973	0.6419	0	0.05079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00462	0	0	0	0	0	0	0	0	0.02153	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7398	0	0	0	0.00484	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sinus	2|1239|186801|186802|186803|265975|237576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sp_oral_taxon_078	2|1239|186801|186802|186803|265975|652706	0	0	0	0.01999	0.22626	0	0.61533	0	0	0.0546	0.1193	0.0202	0	0	0.05211	0	0	0	0	0	0	0	0	0	0	0	0	0.1529	0	0	0	0	0	0	0	0.09058	0	0	0	0	0	0	0	0	0	0.02158	0	0	0	0.05791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1121	0	0	0	0.43045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19334	0	0	0	0	0	0	0.87671	0	0	0	0	0	0.02681	0.27604	0.09903	0	0.15367	0.6727	0	0	0	0.24363	0.11033	0	1.27753	0	0	0	0	0	0	0.0973	0.6419	0	0.05079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00462	0	0	0	0	0	0	0	0	0.02153	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7398	0	0	0	0.00484	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Shuttleworthia	2|1239|186801|186802|186803|177971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Shuttleworthia|s__Shuttleworthia_satelles	2|1239|186801|186802|186803|177971|177972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	2|1239|186801|186802|186804	5.02233	4.04601	2.35898	3.58827	4.22317	30.54323	1.29831	0.62214	3.27717	2.33606	1.2158	1.72539	1.79154	4.49942	1.88023	5.82567	5.73239	2.63034	3.31702	0.97885	4.94196	5.59921	3.28488	0.68315	7.63303	2.78574	2.32791	2.72317	3.71208	4.06852	2.50087	2.14258	2.72069	7.57962	6.42058	2.72035	0.47695	5.33426	4.10118	10.82959	3.63741	0.36409	1.83894	6.48297	0.83478	3.7457	20.67995	3.1605	4.56591	0.96439	4.06593	3.88938	2.26865	5.3343	2.68946	3.18862	2.98446	4.34451	3.41008	2.48054	1.96871	2.45389	5.99466	1.139	4.21461	2.33843	3.00424	3.48604	2.06727	4.4529	0.80361	2.65381	2.57697	8.23545	0.61884	1.50119	0	0.39287	0	0	1.35567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.35573	5.09858	7.47338	3.58614	6.88294	3.08164	2.7964	2.6778	4.79049	1.7928	3.57034	3.14803	6.89443	5.93418	3.54568	7.70074	8.9212	1.49564	5.09401	4.14152	7.72114	4.27568	0.51457	6.66779	3.83583	5.90558	10.09174	1.21077	0.36648	4.12754	8.41263	0.86092	5.64918	0.91605	5.32457	4.62891	2.11459	0.55046	1.20492	2.32147	1.42794	2.94389	0	0.48106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43612	1.41647	3.44829	3.58042	0	0	0	0	4.73556	4.98046	4.1754	0.97936	3.11177	1.49965	2.817	3.71622	2.86803	12.54474	5.94823	8.8322	2.01785	1.71325	2.77472	2.56346	3.81547	1.14602	1.54528	5.04547	2.28341	13.59797	2.82512	3.72304	2.45714	2.22437	3.49252	1.10876	0.54443	4.73812	1.21453	2.8847	0	2.30371	3.13752	1.65379	5.02134	3.267	2.42029	5.58788	1.44212	1.45525	5.04118	1.52035	0.89731	3.20667	1.03948	0.46674	2.07056	2.32417	1.06573	1.15867	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor	2|1239|186801|186802|186804|44259	0.65719	0.52307	1.51197	0.50781	0.40544	4.21815	0.11146	0.08091	0.40087	0.20943	0.32211	0.33511	0.27722	0.86495	0.15553	0.92484	0.12797	0.0397	0.12839	0.04693	0.20503	2.32173	1.71232	0.24321	0.37699	0.83789	0.04045	0.98784	0	0.06969	1.70007	0.13573	0.17709	0.40369	0.60566	0.73884	0	1.70149	1.29108	0.57633	1.01894	0	0.34997	4.55377	0.46302	1.52868	1.17786	0.55208	0.43522	0	0.58574	0.19316	0.06885	0.98408	0.28078	0	0.69012	0.7008	0.66362	0.30798	0.36572	0.10125	0.21708	0.34042	1.25439	0.5018	0.98743	1.47235	0.22688	0.38674	0.42977	0.07522	0.23167	2.80766	0.03641	0.53459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86998	0.76375	0.32741	0.43619	0.7355	0.64794	0.64242	0.34229	1.47702	0.42227	0.29247	0.72891	0.89509	0.31114	0.24411	0.58722	0.95655	0.1338	1.10321	0.60407	0.11932	1.94185	0	0.07956	0	0.34754	0.35704	0.25384	0	1.56657	1.4381	0.21508	0.65494	0.14775	0.0292	0.52053	0.66531	0.1399	0.1438	0.18558	0.36497	0.42099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15956	0.35829	0	0	0	0	0	0	1.65816	1.91585	0	0	0	0.43283	0.21198	0.71027	0.85875	0.61259	0.33639	3.58807	1.14832	0.39111	1.69577	1.87028	0.69714	0	0.00657	0.58582	0.71266	2.16518	0.19731	0.20456	0.14487	0.74861	0.63527	0.18435	0.11935	0.32239	0.19481	0.92124	0	0	0.45621	0.97867	0.21632	0.70757	0.46293	0.40814	0.82451	0.08127	0.5636	1.16019	0.18964	0.24882	0.5377	0.12787	0.41052	0.79548	0.46254	0.59666	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor|s__Filifactor_alocis	2|1239|186801|186802|186804|44259|143361	0.65719	0.52307	1.51197	0.50781	0.40544	4.21815	0.11146	0.08091	0.40087	0.20943	0.32211	0.33511	0.27722	0.86495	0.15553	0.92484	0.12797	0.0397	0.12839	0.04693	0.20503	2.32173	1.71232	0.24321	0.37699	0.83789	0.04045	0.98784	0	0.06969	1.70007	0.13573	0.17709	0.40369	0.60566	0.73884	0	1.70149	1.29108	0.57633	1.01894	0	0.34997	4.55377	0.46302	1.52868	1.17786	0.55208	0.43522	0	0.58574	0.19316	0.06885	0.98408	0.28078	0	0.69012	0.7008	0.66362	0.30798	0.36572	0.10125	0.21708	0.34042	1.25439	0.5018	0.98743	1.47235	0.22688	0.38674	0.42977	0.07522	0.23167	2.80766	0.03641	0.53459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86998	0.76375	0.32741	0.43619	0.7355	0.64794	0.64242	0.34229	1.47702	0.42227	0.29247	0.72891	0.89509	0.31114	0.24411	0.58722	0.95655	0.1338	1.10321	0.60407	0.11932	1.94185	0	0.07956	0	0.34754	0.35704	0.25384	0	1.56657	1.4381	0.21508	0.65494	0.14775	0.0292	0.52053	0.66531	0.1399	0.1438	0.18558	0.36497	0.42099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15956	0.35829	0	0	0	0	0	0	1.65816	1.91585	0	0	0	0.43283	0.21198	0.71027	0.85875	0.61259	0.33639	3.58807	1.14832	0.39111	1.69577	1.87028	0.69714	0	0.00657	0.58582	0.71266	2.16518	0.19731	0.20456	0.14487	0.74861	0.63527	0.18435	0.11935	0.32239	0.19481	0.92124	0	0	0.45621	0.97867	0.21632	0.70757	0.46293	0.40814	0.82451	0.08127	0.5636	1.16019	0.18964	0.24882	0.5377	0.12787	0.41052	0.79548	0.46254	0.59666	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptoanaerobacter	2|1239|186801|186802|186804|1913599	0.3876	2.03557	0.05787	1.58476	0.12702	0	0.54855	0.27333	1.15242	0.35066	0.60497	0.23884	0.81316	0.03838	0.90051	0.35558	0.38883	1.77163	2.18242	0.6563	0.72766	0	0	0.43994	0.1966	0	1.86073	0.90923	2.33186	3.48589	0.11508	1.25694	0.8483	0	0	0.8515	0.44434	0.3885	0.10011	0	0.31835	0.36409	0.47226	0.18965	0	0	0	0.91069	2.36255	0.89955	0.97721	0	1.29271	1.4571	1.16449	3.17342	1.03662	0.25802	1.92702	1.3758	0.70626	2.17236	1.06673	0	0.21069	0.42291	0.36752	0	0.98175	0.24153	0.37384	2.43079	0	0.17297	0.47929	0.3815	0	0.39287	0	0	1.20651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13744	0.23241	0.97631	2.05339	1.0339	0.16968	1.64467	0	1.03825	1.4267	1.05767	0.55709	0.6541	1.06187	0	0.06385	1.03939	0.02548	0	0.80867	0.11927	0.39663	0.0305	0	0.24164	0	0	0.36648	0.60092	0	0.2838	1.7628	0.15824	0.01388	3.06425	0.20333	0.32487	0.77907	0.5021	0.8402	1.71659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18681	0.10617	1.77115	0.38085	0	0	0	0	0	0.23559	4.1754	0.47501	2.96479	0	1.15232	0	0.0963	0.04174	0.08532	0	0	0.77533	0.63553	0.11319	2.1569	1.10987	1.50458	0	0	0	1.02417	2.28455	1.16124	0.01839	0.02359	0.72358	0.42508	0.01431	0.4568	0.59838	0	2.2242	0.90418	0.02044	3.94711	0.29114	0.86045	0.70267	0.2767	0	0	0.36016	0	0	0.33366	0.28579	0	0	0.28567	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptoanaerobacter|s__Eubacterium_yurii	2|1239|186801|186802|186804|1913599|39498	0.3876	1.96817	0.05787	1.56836	0.12702	0	0.4766	0.27333	1.15242	0.35066	0.57866	0.23884	0.81316	0.03838	0.90051	0.30913	0.38883	1.77163	1.68501	0.60297	0.72766	0	0	0.43994	0.1966	0	1.86073	0.90923	2.33186	3.48589	0.11508	1.25694	0.8483	0	0	0.8202	0.44434	0.3885	0.10011	0	0.31835	0.36409	0.47226	0.18965	0	0	0	0.90321	2.32283	0.89955	0.96578	0	1.22164	1.4571	1.16449	3.17342	1.03662	0.25802	1.92702	1.3758	0.70626	2.17236	1.06673	0	0.21069	0.42291	0.36752	0	0.98175	0.24153	0.37384	2.43079	0	0.17297	0.47929	0.3815	0	0.39287	0	0	1.20651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13744	0.23241	0.97631	2.05339	1.0339	0.16968	1.64467	0	1.03825	1.4267	1.05767	0.55709	0.6541	1.06187	0	0.06385	1.03939	0.02548	0	0.80867	0.11927	0.39663	0.0305	0	0.24164	0	0	0.36648	0.60092	0	0.2838	1.7628	0.15824	0.01388	3.06425	0.20333	0.32487	0.77907	0.5021	0.8402	1.71659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18681	0.10617	1.77115	0.38085	0	0	0	0	0	0.23559	4.1754	0.47501	2.96479	0	1.15232	0	0.0963	0.04174	0.08532	0	0	0.77533	0.63553	0.11319	2.1569	1.10987	1.50458	0	0	0	1.02417	2.28455	1.16124	0.01839	0.02359	0.72358	0.42508	0.01431	0.4568	0.59151	0	2.2242	0.90418	0.02044	3.94711	0.29114	0.86045	0.70267	0.2767	0	0	0.36016	0	0	0.33366	0.28579	0	0	0.28567	0	0	0	0	0	0	0	0	0	0	0
