#Datasets	KT01calc.unmapped	KT02calc.unmapped	KT03calc.unmapped	KT04calc.unmapped	KT05calc.unmapped	KT06calc.unmapped	KT07calc.unmapped	KT08calc.unmapped	KT09calc.unmapped	KT10calc.unmapped	KT11calc.unmapped	KT12calc.unmapped	KT13calc.unmapped	KT14calc.unmapped	KT15calc.unmapped	KT16calc.unmapped	KT17calc.unmapped	KT18calc.unmapped	KT19calc.unmapped	KT20calc.unmapped	KT21calc.unmapped	KT22calc.unmapped	KT23calc.unmapped	KT24calc.unmapped	KT25calc.unmapped	KT26calc.unmapped	KT27calc.unmapped	KT28calc.unmapped	KT29calc.unmapped	KT30calc.unmapped	KT31calc.unmapped	KT32calc.unmapped	KT33calc.unmapped	KT34calc.unmapped	KT35calc.unmapped	KT36calc.unmapped
"Dechloromonas denitrificans"	0.0	0.0	0.0	0.0	0.0	239.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Candidatus Dactylopiibacterium carminicum"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2689.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Propionivibrio dicarboxylicus"	1391.0	362.0	261.0	565.0	613.0	2320.0	757.0	0.0	0.0	575.0	669.0	413.0	657.0	319.0	985.0	712.0	383.0	951.0	0.0	1143.0	674.0	288.0	375.0	520.0	581.0	1618.0	482.0	360.0	771.0	840.0	1034.0	620.0	689.0	1096.0	417.0	766.0
"Desulfatirhabdium butyrativorans"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	174.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Desulfococcus multivorans"	0.0	0.0	0.0	0.0	0.0	450.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	271.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	349.0
"Desulfobulbus elongatus"	0.0	0.0	0.0	0.0	0.0	681.0	297.0	0.0	180.0	425.0	333.0	0.0	391.0	0.0	682.0	0.0	0.0	308.0	0.0	625.0	193.0	0.0	0.0	0.0	243.0	0.0	0.0	236.0	0.0	433.0	517.0	0.0	0.0	406.0	278.0	986.0
"Desulfobulbus oralis"	80758.0	153014.0	66466.0	74441.0	24948.0	209225.0	72569.0	5675.0	81849.0	131401.0	117440.0	47101.0	103999.0	55902.0	213603.0	50563.0	53443.0	154910.0	43807.0	243251.0	117546.0	91921.0	86241.0	97105.0	71677.0	27927.0	42340.0	77657.0	64076.0	116908.0	159146.0	90827.0	5781.0	210691.0	85903.0	269679.0
"Desulfomicrobium orale"	23262.0	34945.0	11940.0	106788.0	126198.0	228195.0	345788.0	2077.0	6621.0	120905.0	32712.0	112619.0	101616.0	3421.0	381008.0	121723.0	176464.0	250411.0	0.0	316973.0	137516.0	8331.0	121868.0	189058.0	125824.0	127972.0	99390.0	51015.0	52852.0	184206.0	120414.0	74637.0	150482.0	120335.0	137557.0	83178.0
"Desulfovibrio aminophilus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	168.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Desulfovibrio desulfuricans"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	257.0	0.0
"Desulfovibrio fairfieldensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	357.0	0.0	338.0	0.0
"Desulfovibrio legallii"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	887.0	0.0	737.0	0.0
"Desulfovibrio piger"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	509.0	0.0	455.0	0.0
"Desulfovibrio sp. 6_1_46AFAA"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	387.0	0.0	332.0	0.0
"Pseudodesulfovibrio profundus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	176.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	307.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Geobacter soli"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Geobacter sulfurreducens"	0.0	0.0	0.0	230.0	0.0	365.0	0.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	505.0	0.0	421.0	663.0	0.0	0.0	201.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	257.0	0.0	0.0	0.0	0.0	673.0	280.0
"Syntrophus aciditrophicus"	0.0	0.0	0.0	0.0	0.0	210.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Syntrophobacter fumaroxidans"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	282.0	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Campylobacter concisus"	4505.0	191.0	988.0	1017.0	711.0	468.0	1312.0	784.0	0.0	342.0	709.0	427.0	350.0	967.0	1063.0	615.0	324.0	720.0	4489.0	1199.0	372.0	898.0	521.0	938.0	531.0	2832.0	1123.0	199.0	2820.0	705.0	3068.0	1279.0	4043.0	603.0	603.0	828.0
"Campylobacter curvus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	664.0	0.0	0.0	0.0
"Campylobacter gracilis"	29497.0	7656.0	46879.0	5947.0	16361.0	3493.0	26053.0	3531.0	902.0	3405.0	20683.0	7895.0	10800.0	20130.0	19213.0	10583.0	5861.0	16360.0	9736.0	26467.0	15425.0	19449.0	4989.0	11259.0	12118.0	8758.0	10559.0	2845.0	36655.0	15751.0	30291.0	22264.0	28873.0	28929.0	12073.0	17485.0
"Campylobacter pinnipediorum"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	376.0	0.0	0.0	0.0
"Campylobacter showae"	103157.0	3667.0	19807.0	29064.0	17560.0	12290.0	34388.0	14307.0	2373.0	7634.0	11693.0	9190.0	4884.0	16555.0	26158.0	12448.0	7704.0	12060.0	72241.0	26960.0	6757.0	18009.0	10647.0	21338.0	10257.0	95772.0	31488.0	4059.0	49784.0	17509.0	54151.0	27556.0	74138.0	9524.0	14199.0	20139.0
"Shewanella decolorationis"	0.0	0.0	0.0	0.0	391.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Cardiobacterium hominis"	33314.0	571.0	1740.0	793.0	4275.0	853.0	2371.0	32649.0	0.0	444.0	2215.0	1250.0	717.0	1697.0	686.0	5632.0	385.0	944.0	56953.0	1584.0	496.0	18989.0	7112.0	2574.0	1910.0	4577.0	1394.0	0.0	6317.0	2523.0	21371.0	24947.0	9640.0	1362.0	715.0	547.0
"Cardiobacterium valvarum"	68962.0	1318.0	7844.0	1635.0	21449.0	2360.0	8625.0	15820.0	0.0	1268.0	5221.0	5185.0	1948.0	4018.0	1924.0	6002.0	1170.0	1974.0	60967.0	6674.0	1935.0	18153.0	3155.0	3262.0	3951.0	8010.0	5474.0	296.0	27548.0	6666.0	19745.0	25103.0	25286.0	6106.0	2908.0	1090.0
"Methylomonas methanica"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	396.0	0.0	0.0	0.0
"Steroidobacter denitrificans"	0.0	0.0	0.0	0.0	1352.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Aggregatibacter actinomycetemcomitans"	1159.0	0.0	0.0	1580.0	0.0	936.0	1112.0	619.0	180.0	179.0	0.0	355.0	0.0	0.0	780.0	248.0	0.0	317.0	0.0	1100.0	374.0	577.0	419.0	0.0	0.0	278.0	852.0	0.0	0.0	0.0	1382.0	496.0	376.0	642.0	224.0	0.0
"Aggregatibacter aphrophilus"	56054.0	556.0	1122.0	33128.0	2594.0	416.0	2438.0	32063.0	303.0	303.0	553.0	564.0	0.0	0.0	971.0	15298.0	828.0	478.0	11381.0	2638.0	261.0	15541.0	17400.0	1291.0	733.0	5331.0	1871.0	193.0	3393.0	921.0	67065.0	31450.0	2472.0	475.0	315.0	530.0
"Aggregatibacter segnis"	27423.0	0.0	0.0	5251.0	247.0	0.0	566.0	2293.0	0.0	452.0	233.0	183.0	0.0	508.0	0.0	1494.0	185.0	0.0	7871.0	0.0	0.0	2176.0	1512.0	862.0	389.0	25463.0	4604.0	0.0	4985.0	261.0	10383.0	3091.0	2185.0	0.0	282.0	0.0
"Aggregatibacter sp. oral taxon 458"	2633.0	0.0	0.0	675.0	0.0	0.0	0.0	778.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	212.0	0.0	306.0	842.0	0.0	0.0	293.0	0.0	0.0	0.0	2116.0	345.0	0.0	460.0	0.0	1116.0	380.0	0.0	0.0	0.0	0.0
"Haemophilus haemolyticus"	0.0	0.0	0.0	289.0	0.0	0.0	0.0	708.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	681.0	0.0	0.0	0.0	0.0	0.0
"Haemophilus parainfluenzae"	1883.0	0.0	0.0	903.0	0.0	0.0	0.0	30372.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	242.0	0.0	0.0	5342.0	0.0	0.0	3186.0	487.0	0.0	0.0	374.0	0.0	0.0	0.0	0.0	14261.0	690.0	0.0	0.0	0.0	0.0
"Haemophilus sp. CCUG 60358"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	774.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Haemophilus sp. HMSC061E01"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	567.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Haemophilus sp. HMSC068C11"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	477.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Haemophilus sp. HMSC073C03"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	437.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Haemophilus sp. HMSC61B11"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	706.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Haemophilus sp. HMSC71H05"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	776.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Histophilus somni"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	201.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pasteurella multocida"	0.0	0.0	0.0	436.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudomonas aeruginosa"	1009.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1119.0	0.0	0.0	0.0	0.0	0.0	0.0	284.0	0.0	0.0	0.0	0.0	964.0	0.0	408.0	0.0	0.0	0.0
"Xanthomonas campestris"	0.0	0.0	0.0	0.0	0.0	0.0	268.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Opitutus sp. GAS368"	0.0	0.0	0.0	0.0	1049.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Akkermansia muciniphila"	0.0	0.0	0.0	0.0	0.0	349.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Treponema denticola"	23032.0	17544.0	26373.0	14867.0	16758.0	22665.0	22624.0	2426.0	8572.0	18878.0	15730.0	12083.0	13479.0	4382.0	109129.0	13436.0	19219.0	28667.0	18570.0	58280.0	21950.0	11528.0	23522.0	27418.0	21411.0	18790.0	20670.0	16287.0	16831.0	28751.0	38568.0	16832.0	34252.0	30748.0	26594.0	67231.0
"Treponema lecithinolyticum"	1199.0	606.0	1756.0	3024.0	802.0	5041.0	5325.0	0.0	1027.0	744.0	605.0	752.0	1291.0	0.0	5939.0	698.0	1374.0	2366.0	1439.0	4749.0	3952.0	2276.0	1588.0	1825.0	831.0	729.0	1050.0	1573.0	784.0	1265.0	1973.0	1157.0	1954.0	7827.0	2187.0	3383.0
"Treponema maltophilum"	14237.0	7478.0	12117.0	7701.0	10614.0	13677.0	15957.0	2437.0	5044.0	8191.0	7225.0	6746.0	8942.0	12877.0	30273.0	7001.0	8265.0	13465.0	18547.0	24582.0	13404.0	5326.0	9012.0	11621.0	10162.0	13985.0	9088.0	7423.0	14782.0	11500.0	16548.0	8481.0	22538.0	16085.0	13837.0	20718.0
"Treponema medium"	1205.0	459.0	1564.0	507.0	577.0	670.0	1098.0	0.0	192.0	437.0	747.0	307.0	494.0	0.0	3138.0	488.0	517.0	1202.0	1728.0	1981.0	633.0	556.0	733.0	1079.0	500.0	659.0	391.0	504.0	730.0	1031.0	1498.0	1054.0	1485.0	1287.0	815.0	1615.0
"Treponema pedis"	0.0	0.0	0.0	0.0	0.0	455.0	0.0	0.0	276.0	436.0	0.0	223.0	460.0	0.0	655.0	0.0	238.0	995.0	0.0	485.0	279.0	0.0	0.0	464.0	411.0	0.0	275.0	403.0	0.0	312.0	0.0	0.0	0.0	508.0	0.0	322.0
"Treponema putidum"	1229.0	431.0	428.0	457.0	417.0	1291.0	955.0	0.0	332.0	719.0	412.0	445.0	538.0	410.0	4860.0	481.0	784.0	1245.0	1154.0	2261.0	745.0	0.0	957.0	977.0	763.0	658.0	555.0	741.0	504.0	868.0	1765.0	767.0	1478.0	863.0	1137.0	3380.0
"Treponema socranskii"	30051.0	15063.0	30810.0	13254.0	16062.0	28532.0	25664.0	4032.0	15803.0	15883.0	13311.0	14295.0	23391.0	15904.0	64900.0	23563.0	16398.0	33685.0	26280.0	62748.0	18753.0	12312.0	13475.0	27095.0	24063.0	17638.0	20992.0	20065.0	34510.0	33416.0	39075.0	19500.0	36230.0	24631.0	24902.0	31126.0
"Treponema vincentii"	605.0	0.0	520.0	0.0	0.0	433.0	460.0	0.0	0.0	214.0	276.0	0.0	0.0	0.0	1136.0	0.0	266.0	378.0	1027.0	678.0	287.0	0.0	0.0	380.0	252.0	355.0	208.0	224.0	396.0	286.0	950.0	417.0	735.0	467.0	617.0	568.0
"Treponema sp. OMZ 838"	2107.0	376.0	1942.0	452.0	1209.0	471.0	1699.0	0.0	0.0	410.0	962.0	449.0	456.0	327.0	3172.0	646.0	619.0	1100.0	5498.0	1814.0	724.0	954.0	757.0	1348.0	679.0	1880.0	950.0	309.0	1745.0	1002.0	2061.0	1182.0	2536.0	1806.0	932.0	1187.0
"Aminobacterium colombiense"	0.0	274.0	312.0	309.0	0.0	714.0	349.0	0.0	222.0	558.0	0.0	219.0	273.0	0.0	670.0	0.0	354.0	446.0	0.0	671.0	253.0	0.0	0.0	414.0	362.0	0.0	246.0	361.0	0.0	457.0	0.0	0.0	0.0	380.0	371.0	631.0
"Aminomonas paucivorans"	716.0	770.0	799.0	939.0	485.0	2139.0	875.0	0.0	958.0	1632.0	603.0	538.0	870.0	0.0	1818.0	533.0	882.0	1175.0	0.0	1757.0	678.0	369.0	1023.0	1127.0	922.0	589.0	708.0	961.0	578.0	1231.0	1172.0	722.0	837.0	988.0	1066.0	1815.0
"Cloacibacillus evryensis"	0.0	0.0	0.0	0.0	0.0	237.0	0.0	0.0	205.0	224.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	225.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Cloacibacillus porcorum"	0.0	237.0	0.0	277.0	0.0	712.0	282.0	0.0	487.0	588.0	0.0	180.0	268.0	0.0	594.0	0.0	264.0	360.0	0.0	525.0	306.0	0.0	0.0	346.0	378.0	0.0	219.0	590.0	0.0	384.0	0.0	0.0	0.0	319.0	326.0	462.0
"Dethiosulfovibrio salsuginis"	0.0	0.0	0.0	0.0	0.0	346.0	0.0	0.0	152.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	259.0
"Jonquetella anthropi"	701.0	441.0	422.0	587.0	264.0	1351.0	545.0	0.0	644.0	1109.0	353.0	404.0	700.0	0.0	1247.0	303.0	628.0	1387.0	0.0	1144.0	479.0	0.0	712.0	841.0	613.0	397.0	492.0	753.0	408.0	859.0	816.0	447.0	495.0	640.0	626.0	1014.0
"Synergistes sp. 3_1_syn1"	0.0	0.0	0.0	0.0	0.0	356.0	0.0	0.0	230.0	305.0	0.0	0.0	0.0	0.0	321.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210.0	0.0	0.0	262.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	274.0
"Thermanaerovibrio acidaminovorans"	0.0	346.0	354.0	440.0	225.0	998.0	423.0	0.0	472.0	770.0	261.0	275.0	417.0	0.0	837.0	216.0	436.0	523.0	0.0	838.0	313.0	0.0	462.0	462.0	431.0	259.0	286.0	434.0	0.0	582.0	538.0	353.0	345.0	473.0	481.0	711.0
"Thermanaerovibrio velox"	0.0	0.0	0.0	0.0	0.0	399.0	0.0	0.0	200.0	309.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	201.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	301.0
"Thermovirga lienii"	0.0	0.0	0.0	0.0	0.0	290.0	0.0	0.0	0.0	247.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	268.0
"Actinobaculum sp. oral taxon 183"	0.0	41986.0	1659.0	0.0	0.0	771.0	2034.0	867.0	0.0	1108.0	2177.0	9240.0	5684.0	3370.0	3883.0	5880.0	6581.0	5418.0	0.0	750.0	13991.0	40985.0	4310.0	7937.0	10289.0	13183.0	0.0	306.0	1652.0	0.0	1554.0	33312.0	0.0	12373.0	13300.0	638.0
"Actinomyces bouchesdurhonensis"	2693.0	0.0	0.0	0.0	0.0	0.0	278.0	436.0	0.0	0.0	0.0	0.0	0.0	422.0	0.0	0.0	0.0	0.0	506.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	675.0	480.0	689.0	0.0	0.0	0.0	0.0	0.0
"Actinomyces culturomici"	2174.0	0.0	0.0	943.0	0.0	1102.0	260.0	0.0	1682.0	877.0	280.0	214.0	0.0	0.0	481.0	217.0	0.0	382.0	0.0	0.0	0.0	389.0	0.0	508.0	383.0	481.0	0.0	1991.0	1181.0	1360.0	3027.0	0.0	481.0	0.0	0.0	716.0
"Actinomyces dentalis"	281417.0	233696.0	397525.0	196103.0	292646.0	141676.0	304812.0	93733.0	172574.0	180997.0	258858.0	252251.0	314530.0	517768.0	215620.0	182895.0	259757.0	220002.0	130400.0	408710.0	266517.0	187115.0	483894.0	218291.0	251535.0	168486.0	253549.0	258975.0	435673.0	189156.0	220959.0	189324.0	405506.0	378637.0	194323.0	162719.0
"Actinomyces gerencseriae"	10955.0	112165.0	157255.0	18506.0	117705.0	12926.0	67246.0	33357.0	4771.0	57245.0	85978.0	70476.0	57153.0	33739.0	37713.0	43466.0	34455.0	61858.0	26485.0	51311.0	67083.0	169649.0	77103.0	76218.0	26121.0	13126.0	12840.0	14271.0	15311.0	45009.0	22519.0	91751.0	15354.0	121880.0	81378.0	24024.0
"Actinomyces glycerinitolerans"	0.0	196.0	243.0	215.0	264.0	0.0	276.0	0.0	194.0	176.0	0.0	200.0	195.0	339.0	0.0	0.0	232.0	0.0	0.0	369.0	0.0	0.0	0.0	0.0	208.0	0.0	207.0	258.0	334.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Actinomyces israelii"	4221.0	4026.0	3830.0	2468.0	4970.0	1443.0	4014.0	789.0	1765.0	2128.0	3124.0	3064.0	3431.0	2612.0	3258.0	2765.0	2764.0	2280.0	7394.0	4232.0	3049.0	3389.0	6565.0	3013.0	2785.0	1927.0	2498.0	2466.0	3665.0	2553.0	2759.0	3524.0	3883.0	4500.0	2660.0	1563.0
"Actinomyces johnsonii"	12741.0	3828.0	9633.0	2438.0	5995.0	909.0	9742.0	7790.0	557.0	2481.0	4040.0	3448.0	2041.0	11604.0	4311.0	7041.0	1640.0	3115.0	11763.0	11095.0	1308.0	7338.0	14580.0	4769.0	3607.0	3487.0	1883.0	858.0	4923.0	6984.0	12636.0	3525.0	6594.0	4315.0	4834.0	660.0
"Actinomyces massiliensis"	25626.0	5334.0	3224.0	1849.0	22213.0	490.0	12826.0	4610.0	614.0	1623.0	15825.0	6212.0	3529.0	5171.0	4022.0	5559.0	2269.0	4689.0	9723.0	7471.0	3705.0	54836.0	16298.0	6588.0	11619.0	6171.0	7672.0	1001.0	20176.0	11778.0	17402.0	62635.0	12365.0	7327.0	7130.0	1232.0
"Actinomyces naeslundii"	46798.0	18263.0	31334.0	10105.0	18636.0	4395.0	17418.0	25418.0	2629.0	6165.0	57854.0	30052.0	9670.0	101614.0	12917.0	16505.0	10650.0	9179.0	15281.0	11351.0	5815.0	44370.0	63413.0	13651.0	21330.0	10330.0	8006.0	3584.0	27634.0	11453.0	44369.0	44692.0	17170.0	9312.0	17462.0	2942.0
"Actinomyces oris"	116235.0	14285.0	17928.0	19876.0	8208.0	24629.0	27221.0	75339.0	9491.0	12327.0	19583.0	15773.0	5700.0	14505.0	25644.0	14857.0	14080.0	22657.0	40506.0	21260.0	5059.0	44307.0	67525.0	26149.0	7619.0	7470.0	10656.0	11784.0	29648.0	8137.0	66734.0	16075.0	21207.0	7240.0	8091.0	5185.0
"Actinomyces radicidentis"	3483.0	545.0	344.0	1153.0	634.0	0.0	471.0	0.0	270.0	414.0	414.0	411.0	448.0	718.0	0.0	492.0	334.0	352.0	579.0	492.0	350.0	385.0	972.0	342.0	358.0	550.0	454.0	397.0	704.0	331.0	913.0	0.0	739.0	445.0	222.0	0.0
"Actinomyces ruminicola"	2418.0	999.0	1223.0	1089.0	1146.0	613.0	1130.0	0.0	697.0	770.0	871.0	953.0	1088.0	913.0	858.0	848.0	973.0	709.0	601.0	1400.0	837.0	700.0	1799.0	695.0	911.0	718.0	957.0	1082.0	1395.0	731.0	1208.0	777.0	1367.0	1282.0	808.0	582.0
"Actinomyces slackii"	1252.0	473.0	489.0	526.0	517.0	241.0	450.0	0.0	345.0	347.0	460.0	438.0	487.0	419.0	347.0	491.0	378.0	286.0	0.0	500.0	350.0	395.0	923.0	408.0	392.0	375.0	434.0	359.0	505.0	334.0	642.0	367.0	704.0	501.0	254.0	0.0
